"","KRAB.Day5.1","KRAB.Day5.2","KRAB.Day5.3","KRAB.Day7.1","KRAB.Day7.2","KRAB.Day7.3","KRAB.Day14.1","KRAB.Day14.2","KRAB.Day14.3","KRAB.Day21.1","KRAB.Day21.2","KRAB.Day21.3","SID.Day5.1","SID.Day5.2","SID.Day5.3","SID.Day7.1","SID.Day7.2","SID.Day7.3","SID.Day14.1","SID.Day14.2","SID.Day14.3","SID.Day21.1","SID.Day21.2","SID.Day21.3","KRAB.Day5.1.1","KRAB.Day5.2.1","KRAB.Day5.3.1","KRAB.Day7.1.1","KRAB.Day7.2.1","KRAB.Day7.3.1","KRAB.Day14.1.1","KRAB.Day14.2.1","KRAB.Day14.3.1","KRAB.Day21.1.1","KRAB.Day21.2.1","KRAB.Day21.3.1","SID.Day5.1.1","SID.Day5.2.1","SID.Day5.3.1","SID.Day7.1.1","SID.Day7.2.1","SID.Day7.3.1","SID.Day14.1.1","SID.Day14.2.1","SID.Day14.3.1","SID.Day21.1.1","SID.Day21.2.1","SID.Day21.3.1"
"BCL2-2-NT-5",8229.47155183473,9119.78843840085,8349.68728856197,8442.65438621444,9131.90612144743,8138.42535306288,10185.7984659923,8216.5147065868,7197.07510847795,9802.27098890383,8252.17332306271,7601.31856497327,7865.90733772063,8464.7011253281,7567.53658964893,6293.23495785474,8678.11248353851,8850.28887759528,7987.04432704737,10501.3077334325,8702.92488611063,7750.68186412882,13555.2152989388,6622.86349529957,8542.75345402345,8380.22502897391,9196.65378956991,9130.76477434716,8781.48825622447,8960.5674785263,6987.86601475092,9913.00488166793,8292.80219395772,7230.23653937701,9869.41886773866,10097.5206236144,9711.27532918194,7857.0545947778,8315.37423514504,8516.72315605144,8545.98716890321,9570.61116739885,8928.43087793612,8310.07613185749,6968.25484999942,8333.2783098089,7159.07438941378,6312.80353884388
"BCL2-3-NT-1",10968.2206413173,11144.3179847366,11233.2637169594,12084.886020532,11463.4999466358,12567.5375268208,12521.8063536374,12057.9736426174,12429.1082928066,10956.5196415544,13474.7532780851,13430.0909293377,12269.2474918931,12215.0594872549,11724.9834166218,11342.0213308119,11134.1820543513,12982.6382366355,12887.6073030752,12990.4632196058,11714.4854890536,11569.588174541,16342.8701313948,11843.5507628305,11539.5203297603,10630.9518323357,10541.1277465218,12769.8786606762,12332.6535381892,9759.7947664909,12580.9534648415,11671.6446935116,10508.6529051705,15020.3578842064,12605.7369088836,9498.14956941748,11772.0911112033,12371.1025769739,12041.0738947631,11150.779556557,11981.9272624742,11672.9420723714,12849.9540814265,12141.5006561129,11130.1086416856,10915.6056523617,12135.9284920947,12691.5246691194
"BCL2-3-NT-2",12688.6999099878,12432.868729675,12607.4020442749,11592.5102625594,12961.2180762656,11879.4140571617,10916.1673717028,9193.86250206292,12110.1646356555,12168.5396772283,10594.2581482532,12592.5705473477,11864.1924628743,11425.5103584282,12466.8773444837,11445.0293792262,11251.3084864387,14005.7601036647,9907.25138532852,11995.7771645428,11939.2879411641,11263.3690100978,14993.8791215629,9690.00540624407,11269.6426373862,10749.0630205894,10995.8762907849,11491.1946773131,9875.2783307298,9827.99805668981,9147.35923872412,10683.8522532635,10136.6169167295,9910.31208146432,11224.5397912814,9142.01485421319,10740.4482127324,11253.0745666596,11622.9223340385,10410.1177096178,10009.1336950713,10832.0097103824,9621.87095660209,9666.0568237577,9743.47367433146,9368.63112475973,9020.17524443151,11205.9905433775
"BCL2-3-NT-3",15088.9073447589,16299.6966494765,14855.9151595561,15333.9878911455,16496.2808540184,14764.0713323515,14470.8527338992,16826.3790304112,14927.3387015549,13681.2067061872,17467.2727678881,13756.4775487897,15660.4526231824,14569.9356679997,15895.5417710385,15781.1114172084,16309.2580843364,15338.2861716694,18300.004399992,16131.6798292159,16744.3165651296,20489.202810631,14618.6178941169,16517.7877548576,14196.6911092597,14184.6812645119,14112.2690061285,14530.0714984967,13365.0822817116,14310.2030153952,16864.3717890989,12562.5042307448,14106.8191511477,14284.9606005558,12366.0041570465,14627.2237667411,14722.9356029192,14172.7655490091,13205.5952449429,14988.1894374015,13870.1277759017,13525.9965986115,16752.7637595555,14657.6958233456,12792.5114908114,15379.9339694596,13788.2520076072,14234.3784395844
"BCL2-3-NT-4",13159.484398571,14190.5177841302,14394.2046815781,13513.8356273291,13740.1129567324,13277.5061859928,12982.474814808,12840.2901515523,14129.4948418731,14423.9816307733,15488.6148983306,15495.1534398328,14077.4211822279,13299.5419389137,13938.6463000507,13455.0783239602,12506.2345445182,12817.4961170964,15017.8542813756,13652.285737106,15296.4699352372,14603.317140227,14403.2082025181,19515.6746829691,12970.9965897276,12345.9262857789,13805.3372764602,11769.1694563051,11142.4385149964,14032.586805994,11281.4466600623,13243.8040633645,10983.2442687242,11356.5349018179,12465.2619279825,10635.3941883301,11980.3957028339,10847.1663081379,12723.6448247694,11577.0597562343,11151.6621030855,11886.1784927329,11416.2901106913,11853.0451288437,13022.4804664232,11914.6302983669,15130.3920472835,13019.2019714534
"BCL2-3-NT-5",13027.2415646993,11972.000215062,12896.6053107007,13050.3664696289,13675.9686724587,11926.3812146146,14222.0917648671,13114.210497818,12072.3567249294,12385.4771155202,12675.4210565789,12136.8609277355,13047.1943714479,11927.0117672905,14121.115056977,12803.6220177721,11620.6152978164,12935.183604584,16324.5236785479,11133.8460687424,14159.5835254449,15924.3780227289,9860.11058920435,10127.3553663262,9826.92147356995,9914.7255867655,8319.16798573297,9769.63562233554,8822.39581021309,8400.5320111184,8354.69819651278,8216.21749365288,9691.48294815504,9582.98130962458,7494.80287322521,10294.8633137405,8965.33082318458,9500.46873308127,8671.2642583353,9072.6635831305,8459.30539754564,8939.91189590708,9676.97189238814,6876.58799911208,7439.88613896596,12292.03960908,6956.2621167516,7045.53966388826
"BCL2-4-NT-1",10084.8385110544,10732.8282395464,10993.95224211,10492.1323455249,10456.5364998623,11758.1732553646,13030.2168189657,9350.54494012692,10565.8568975352,11923.3060513332,10533.169286765,9348.20544015346,10817.8840628529,10782.8540907786,11587.3123784619,11875.1575813888,10363.2989043882,9015.43099713432,10175.8813883005,11328.0978106046,10087.3910889762,10293.6749893609,9809.42595588697,10047.6647011485,9598.6499254369,9655.82586211347,9239.96317473782,10607.3291088572,9445.74901384926,9482.17855708974,7567.11831482844,9368.33428377409,8892.8602398302,8450.04826285487,8139.97838430981,8389.35901280207,9223.85905153245,8554.14070736584,9258.52122964707,9296.46068796105,10040.4644558029,10086.1827940945,9469.04383281814,8871.00627075787,9710.34255072637,9151.67122688992,7910.67281163248,8022.83960641811
"BCL2-4-NT-2",8679.09718699845,9048.07165423913,8588.99876341138,9061.25563204298,8440.57327983044,9325.71140309367,7983.80322159678,8047.77977328711,8620.20364555307,9404.94535464107,8460.28961389529,8710.82779650663,8541.33408586122,8967.35013466835,9066.62122739053,7930.22772725027,7940.69402845749,8086.26930156695,10370.4446826341,8709.11578338766,8570.22211702338,8939.24406970816,5997.3567077278,7556.38271595203,8128.94099238325,8744.95237830122,8796.51273095328,8726.52348557575,8622.72798717338,10098.8899980432,7609.03788917615,9525.27326960791,8616.83353872886,8001.61388105833,9226.76685930498,9991.04735824404,8538.01824193444,10064.6258253347,9106.32636011863,8987.40754319505,7852.53299804268,9113.10391807863,6642.26186296389,7547.78645591595,10044.577121213,5789.29736780984,7209.77745757933,11999.8676227933
"BCL2-4-NT-3",7531.22938899226,9251.46515686171,9065.08484235207,8508.17601349846,8124.94267467393,8297.89523650768,9099.45847664996,8248.28946675363,7742.86622998565,9839.99923904154,7211.59186889985,6521.5741509371,7622.67330044381,9372.45310338321,8568.38318452597,8670.77207531015,9065.34681003162,9013.53281185227,9424.15956928427,8816.49111808534,7791.8312476011,9278.83327130225,6851.19783822829,8773.56275670111,7990.62867504155,8154.39643703291,7308.92950127264,7965.15527735362,7174.40577809998,6473.54891056911,6596.61665417225,8011.27364156401,6637.73300197852,7535.62825144197,7700.88892305015,7470.56816249409,7357.35110992537,8660.95867013472,7768.08763360841,7485.65792308213,7645.74997721378,8113.99618323929,7975.08072480763,6210.98286278157,8513.72432169556,6163.67933111077,5961.09013177684,7404.74277082005
"BCL2-4-NT-4",11415.2014198035,11094.9392153138,11772.7715648531,10943.0753097737,11534.7713736066,11368.2366225578,12309.8988614989,10025.4846733257,11143.6393281188,10950.6246024704,9193.3559517533,9825.46889312572,11454.1119372175,10051.8325863271,11073.7775535795,11907.1735964365,11979.1656001248,12522.3283057364,12795.8530222247,11087.9675166443,12548.3342321242,13910.3981335061,9544.3063354576,12852.0171566858,6146.4644438189,6534.85582369868,6732.7263768647,7259.38202492988,6721.50071608308,6252.60867471351,7329.57406019139,6145.54605115137,3873.10193244966,7212.68529155718,5973.97194227222,5315.40241172175,6711.0305390557,6113.15244705471,7414.5035932898,7012.30928469053,7074.48577320669,6865.6120696675,5155.57623703833,5659.6412732641,6331.94238781936,6634.93641160009,5997.87471064205,4784.27967955965
"BCL2-4-NT-5",10824.0759523971,9406.65557504773,10840.0487494507,10302.3123370697,10527.8079268331,8719.50739410831,10308.0850029576,9522.5669175818,10664.7391255881,9295.29762767835,10812.7284834058,10884.685846819,10741.4965139561,10693.3412534988,9310.27711238788,10857.6051031336,10573.6484150758,11894.9780700163,10341.7023777894,10409.5506292363,9649.67001482272,10581.2461918669,10307.4999486789,8581.92568091677,8455.04320400188,9099.28594306221,9551.60244627218,10155.9734507651,8074.3719658497,8708.88773159513,9697.39486577141,8719.34541882601,7772.38821599195,9319.7125923272,8302.32372151884,7092.40449583387,8833.59669409012,8477.39002300598,8422.98676915506,9111.73926810092,8949.10962365045,9353.37030721835,8823.42720785326,7845.83053256815,7770.22293020492,9203.13613289624,11954.9881311902,6451.32601359151
"BCL2L1-1-NT-1",10903.4216527201,11990.8111748421,12218.4151946964,11326.5695400537,11666.1144318814,11051.4813746195,12868.5640680458,10604.0044446389,10799.4903971504,10967.1307119056,10901.773264558,11117.6725217108,11823.9884897707,11037.6213968825,11740.2801986396,11443.637378572,11452.0966557314,12320.1715731972,10946.3962527921,11528.2063889048,12564.1793388809,10022.7888054304,10144.7242993712,15726.5732934509,15909.28996545,14854.6079242867,14519.9421317309,17326.7804613721,14442.3145367454,16546.5024461423,15868.4643258078,14367.3025678337,14989.4499858946,15170.421053066,14754.9199999151,16987.0751914582,15969.4697994754,14972.7134035227,14487.7217215764,14958.8826736737,12422.6466300994,13467.9322212361,16289.0841867144,11624.5180352176,13545.7573304212,21827.1748415072,14002.9944139554,18872.4930251
"BCL2L1-1-NT-2",12364.7049670022,15151.0524179028,14455.089579773,15314.7168242972,14102.5790710412,14024.6116673369,16352.8927925362,13976.5117478625,13359.7645568339,14493.5430919647,13932.4020370303,12368.8212296102,14826.2201812825,14062.6962567476,14528.6650350219,13858.7585136921,14105.3688928139,13569.1774887914,13943.3342694877,13610.3117426333,12859.2944522242,12761.0947951631,20577.9611268567,11473.5583887914,11025.6282238647,11195.9957569412,12099.3241041936,10969.16746524,11603.1354920588,12599.3571020959,11548.2075877296,9404.33793346538,10156.255180049,11417.0867067963,9708.75586563024,10938.2922708493,12136.8299811336,11511.8114098109,12194.0374252487,11267.1185277189,11335.4692327112,12676.0542470297,11452.677521116,11675.6569652598,11554.9665796802,10335.3640650355,20562.5795856472,9443.4114681404
"BCL2L1-1-NT-3",13665.9744522996,11954.3649402681,13022.6032250207,13761.468836329,12694.4593067462,13506.8806758792,14400.4960961932,13822.0206725687,14394.1502169559,17660.3580878988,13083.370402788,14881.3823755803,12831.098016016,13101.0070562291,13024.1172608454,13663.8784220974,13461.173516333,15383.8426184388,11903.7360987745,15727.5581149901,14770.6104547497,10382.0074406426,14217.0396455254,16552.8895954716,11082.9772334942,10877.5679934094,10378.2467979555,11845.4947346046,10653.4958458943,10305.4210880821,10426.5414013953,9684.05859645154,8901.58835686108,10586.0351225276,9037.50416048616,8150.7120386961,10570.8405215233,10158.7838814051,10107.1229264117,10003.3753524258,10717.2088876066,9726.78432033966,11248.9080227374,11690.8388351161,10405.1217016213,11364.662185162,11994.7552434769,11546.0871020683
"BCL2L1-1-NT-4",10584.7164230894,11511.131700449,11453.1258493299,10848.6470822173,11131.5787296003,10186.4118699053,9646.39757691251,10285.1611615856,11058.329170583,12222.7740368013,10946.2956551341,10994.5077596535,11254.0971710271,10198.7254475042,10423.6643178242,10427.476900971,11743.7175682756,10617.4993751913,10431.2457121134,11803.4777014933,11251.0161164205,11979.8433371605,11188.6328048119,13038.9107404952,9057.77005030392,9785.27572443949,9173.11608023952,8832.05967285407,10724.5970706841,10158.4478007521,8686.24392089925,9612.05129706896,8880.85907891275,9113.48543044426,9074.51553269962,9836.84469805249,9626.47148357738,8918.90426911736,9848.85284478771,8684.57098467435,8100.04600782272,8983.96073391603,9305.82030605568,8247.75056086856,8710.56217370226,10583.6065528307,8612.5623434928,10074.8828875072
"BCL2L1-1-NT-5",9539.9980355031,10434.2042530369,11209.5862565503,11343.9135002171,11049.1075069626,10652.8066660076,11073.6322275211,10377.1983979309,11094.1982140924,10758.4463283314,10895.560837966,11334.2372283284,11068.1537954229,12192.107477696,10537.2975556706,11426.933370721,10952.5165678484,10128.7166650613,12365.8239228169,8959.00747141134,10131.9554517294,12782.6871721431,7587.09972581719,8097.14080108607,10308.2033583037,11227.1771106402,10487.4617692485,11624.0571987974,10382.7267980649,10317.9090144566,11610.4518041853,9483.73059688719,10582.8418999329,10722.9348555222,10090.6459334691,10004.815452904,9701.39526949985,10544.9110357103,10671.3200690071,10885.2425155081,9462.93409964951,10047.1395058593,10154.1667891013,10430.743637045,8080.09638039368,8993.24004565475,11471.8177169068,7038.85237200389
"BCL2L1-2-NT-1",11070.0476233985,11084.3580504374,11231.5724697873,10260.879543346,9981.05426564268,9801.93653447676,10071.8877192301,9303.43064056921,8334.22073108634,9210.4090648685,11131.6330484626,9951.71277423451,10386.6964513168,10328.404301512,10025.9479853622,9668.83654440589,9437.04395675803,9471.94455746927,9315.82318948487,9132.7602857403,8574.18339371255,15892.9709289399,11174.0122375088,5968.26160276889,11024.5037334798,11524.8173050394,10673.8804271452,12313.8115656521,10347.6631803603,12798.203314366,12499.6548964096,11615.3312927124,12403.7453154987,12598.2856850706,12797.5231103534,11259.547812915,12644.0063781473,11753.1408812517,11276.2562423348,10985.5959791821,10462.3853669892,10549.6967031432,10576.2607500284,11578.9724256487,9531.04470533413,8310.06864631585,11614.9793211389,7148.71502438994
"BCL2L1-2-NT-2",11043.5990566241,11256.0080584311,10436.6862989094,11033.6493239605,11229.3224008745,11601.9801503468,11511.6860551433,12246.4308408482,10371.9701758628,10381.1638269543,11052.9423116304,10991.428640602,10838.9911487323,11108.7726265152,10152.6927506523,11731.7815140013,11570.4182554932,11602.6575365793,12542.6996449383,11182.6530390595,10438.9543951402,15264.8290531589,11544.3999425204,10055.2542883083,14377.7340612273,13714.1262905093,16079.0799977759,14933.3704998817,14391.66708895,15400.4950488565,17361.0552306128,15416.9474319105,18897.4643864678,14922.9484588064,15503.5591196873,16344.5641073267,14430.6505039908,15498.8907756805,16348.6498989924,14275.9462704408,16337.9473628647,14714.3141148984,14667.2453220683,14855.8591772591,14689.7555396086,15189.211082495,17800.7536373356,14743.5679502085
"BCL2L1-2-NT-3",11222.1268823509,11325.3734726203,10843.4312437948,10664.6083938166,11694.6230026698,10779.5087651829,10604.5879761474,12844.6728770926,9151.45326293533,10778.4894612171,10051.7062258837,9890.13039320583,10507.3083706276,11285.5031001188,10600.6699383156,10725.36504098,10639.3826371657,9802.22879654735,11732.3877429694,8747.18522023502,12264.1126296762,14216.6172979493,9848.41413536188,9548.64934539324,13264.4885801844,12903.4110943362,12452.3897441494,12327.0035890619,14300.1120871659,14993.1965271053,13688.6464597266,13191.1833445849,13963.8962347671,12806.2679717355,14013.8513880956,13772.6840248463,12722.2235172971,12548.3412707534,13451.5667512515,13212.0219387463,13167.2743768217,14051.5793248546,13707.6573271527,10433.1407743907,16510.0184482646,13230.5173068424,9093.74440216191,15813.5346517074
"BCL2L1-2-NT-4",12268.1676982759,11643.9841038961,11065.8302469234,10531.6380325638,11316.8844397244,10632.0537359702,11119.6990736381,10635.7792048057,9757.34926816145,11698.1155583238,14445.9626353038,10395.105917641,10042.9524812809,10532.6771865864,10554.7795922623,10526.3089474226,10669.2618290247,9649.42488134169,10838.0598729927,10690.6787782629,8340.46806905141,9956.04873112863,10904.019094645,6637.09397122415,16216.2758405255,14976.4986705645,15276.9148637962,17559.5254458162,15721.1625935802,16326.5228200078,15794.7874981663,18311.0869647871,16751.438611502,17114.2217491116,17781.4408459156,17563.4994212218,15565.2106908168,16088.367681331,17253.3638456337,16346.9575738727,15745.7959850365,16155.9124497367,18085.5826213992,14688.0595630581,16310.2572618222,17483.9404208948,16468.5553757311,15274.7299913097
"BCL2L1-2-NT-5",11949.4624686451,11407.6714216583,10791.0025814603,10899.7154093652,12750.4582850804,12566.4452673451,12594.6757284044,12017.4334313701,12460.1301682741,11733.4857928279,12981.9007684517,12200.4960547984,11997.8706734438,11813.3993199739,13478.6502122306,11183.3332562276,12738.0970733444,12319.2224805562,14531.4460455416,12973.868849698,11262.899946488,14235.2652598866,8190.4418031914,16348.9194405526,13708.6622822166,15602.9604130619,16347.4098841423,13394.6151978684,15615.9717404666,16201.6435562633,15451.8091625941,13301.9638051735,14446.1247007228,14032.2226319503,12335.7221252354,13902.1041146499,14582.1447524495,16802.0699214609,16021.2003312191,13482.8874822912,16582.3272965716,16580.3830705502,15560.2963379215,15690.8620193544,15899.0415511943,15662.4863945924,16758.855295424,19781.9647213741
